PH_ID	OS_ID
PH01000170G1220	OS10G0549500
PH01000170G1250	OS10G0549700
PH01000170G1280	OS10G0550000
PH01000170G1330	OS10G0550750
PH01000170G1350	OS10G0550900
PH01000170G1390	OS10G0551200
PH01000171G0030	OS10G0568100
PH01000171G0040	OS06G0562600
PH01000171G0080	OS10G0567800
PH01000171G0150	OS10G0567300
PH01000171G0410	OS10G0565500
PH01000171G0470	OS04G0644675
PH01000171G0500	OS03G0141200
PH01000171G0510	OS10G0565100
PH01000171G0530	OS10G0565000
PH01000171G0550	OS10G0564900
PH01000171G0560	OS10G0564800
PH01000171G0580	OS10G0564500
PH01000171G0620	OS10G0564000
PH01000171G0680	OS10G0563800
PH01000171G0690	OS10G0563700
PH01000171G0700	OS10G0563600
PH01000171G0710	OS10G0563600
PH01000171G0720	OS10G0563500
PH01000171G0750	OS10G0563400
PH01000171G0860	OS10G0563200
PH01000171G0910	OS10G0562700
PH01000171G0940	OS10G0562500
PH01000171G1010	OS10G0562100
PH01000171G1030	OS10G0561900
PH01000171G1050	OS10G0562000
PH01000171G1110	OS10G0561800
PH01000171G1150	OS10G0561500
PH01000171G1160	OS10G0561400
PH01000171G1230	OS10G0561300
PH01000171G1240	OS10G0561200
PH01000171G1250	OS10G0561200
PH01000172G0030	OS12G0210200
PH01000172G0050	OS11G0244800
PH01000172G0190	OS12G0209000
PH01000172G0320	OS12G0207300
PH01000172G0330	OS12G0207300
PH01000172G0370	OS12G0206700
PH01000172G0450	OS12G0204500
PH01000172G0790	OS12G0511600
PH01000172G0820	OS11G0240900
PH01000172G0970	OS12G0197500
PH01000172G1020	OS12G0197400
PH01000172G1040	OS12G0197100
PH01000173G0010	OS02G0759400
PH01000173G0040	OS02G0759500
PH01000173G0090	OS02G0759700
PH01000173G0120	OS02G0759800
PH01000173G0130	OS09G0466100
PH01000173G0200	OS02G0759900
PH01000173G0210	OS02G0760000
PH01000173G0220	OS02G0760200
PH01000173G0230	OS02G0760400
PH01000173G0370	OS02G0761200
PH01000173G0450	OS03G0336300
PH01000173G0470	OS02G0761400
PH01000173G0500	OS02G0761600
PH01000173G0520	OS02G0762400
PH01000173G0580	OS02G0762800
PH01000173G0590	OS02G0763000
PH01000173G0630	OS02G0763200
PH01000173G0660	OS02G0764400
PH01000173G0670	OS02G0764500
PH01000173G0700	OS02G0764700
PH01000173G0770	OS02G0765600
PH01000173G0990	OS02G0766600
PH01000173G1010	OS02G0766700
PH01000173G1030	OS02G0767000
PH01000173G1060	OS02G0767100
PH01000173G1070	OS02G0767200
PH01000173G1130	OS02G0767300
PH01000173G1220	OS02G0767500
PH01000173G1260	OS02G0767700
PH01000173G1280	OS02G0767800
PH01000174G0100	OS02G0148000
PH01000174G0140	OS02G0147800
PH01000174G0150	OS01G0117000
PH01000174G0220	OS02G0146700
PH01000174G0270	OS06G0701100
PH01000174G0320	OS03G0796900
PH01000174G0330	OS03G0796800
PH01000174G0370	OS03G0796600
PH01000174G0460	OS07G0180900
PH01000174G0470	OS03G0796501
PH01000174G0480	OS03G0796400
PH01000174G0590	OS03G0795900
PH01000174G0640	OS03G0795500
PH01000174G0650	OS03G0795400
PH01000174G0740	OS03G0795200
PH01000174G0780	OS03G0795100
PH01000174G0790	OS07G0172900
PH01000174G0810	OS03G0794900
PH01000174G0870	OS03G0794800
PH01000174G0920	OS07G0173501
PH01000174G0950	OS03G0794500
PH01000174G1100	OS03G0793600
PH01000174G1150	OS03G0793500
PH01000174G1170	OS07G0170300
PH01000174G1180	OS07G0170300
PH01000174G1210	OS03G0792900
PH01000174G1240	OS03G0792800
PH01000174G1270	OS03G0792600
PH01000174G1280	OS03G0792500
PH01000174G1300	OS03G0791700
PH01000174G1510	OS03G0790900
PH01000175G0030	OS10G0370500
PH01000175G0510	OS10G0370000
PH01000175G0530	OS10G0370000
PH01000175G0730	OS09G0407600
PH01000175G0740	OS08G0431100
PH01000175G0750	OS09G0408600
PH01000175G0990	OS09G0410125
PH01000175G1010	OS09G0410300
PH01000176G0400	OS09G0298400
PH01000176G0540	OS02G0141100
PH01000176G0550	OS06G0702700
PH01000176G0610	OS06G0702800
PH01000176G0670	OS06G0703500
PH01000176G0840	OS06G0703800
PH01000176G0870	OS06G0703900
PH01000176G0920	OS06G0704300
PH01000176G1000	OS06G0704600
PH01000176G1100	OS02G0137500
PH01000176G1110	OS06G0704900
PH01000176G1140	OS06G0705000
PH01000176G1150	OS06G0705100
PH01000176G1160	OS06G0705300
PH01000176G1170	OS06G0705350
PH01000177G0160	OS08G0435900
PH01000177G0180	OS11G0600500
PH01000177G0350	OS09G0412400
PH01000177G0360	OS09G0412700
PH01000177G0370	OS09G0412900
PH01000177G0380	OS08G0436200
PH01000177G0450	OS09G0413100
PH01000177G0470	OS09G0517100
PH01000177G0520	OS08G0436700
PH01000177G0530	OS09G0413300
PH01000177G0570	OS08G0436800
PH01000177G0610	OS09G0413600
PH01000177G0890	OS08G0437300
PH01000177G1220	OS02G0445700
PH01000177G1240	OS09G0415700
PH01000177G1250	OS09G0415800
PH01000177G1350	OS09G0416500
PH01000178G0110	OS06G0612800
PH01000178G0170	OS02G0195500
PH01000178G0200	OS02G0195500
PH01000178G0210	OS06G0613000
PH01000178G0310	OS10G0444500
PH01000178G0320	OS06G0613400
PH01000178G0330	OS06G0613500
PH01000178G0530	OS05G0370600
PH01000178G0820	OS06G0614300
PH01000178G0830	OS06G0614300
PH01000178G1080	OS02G0194200
PH01000178G1160	OS06G0618150
PH01000178G1170	OS06G0618300
PH01000178G1220	OS06G0618600
PH01000179G0090	OS07G0534000
PH01000179G0150	OS04G0304200
PH01000179G0300	OS04G0304000
PH01000179G0590	OS04G0303100
PH01000179G0600	OS04G0301700
PH01000179G0630	OS04G0301500
PH01000179G0720	OS04G0300600
PH01000179G0820	OS04G0298700
PH01000179G0830	OS04G0298600
PH01000179G0850	OS04G0298600
PH01000179G0860	OS04G0298600
PH01000179G0920	OS04G0298200
PH01000179G1050	OS04G0295000
PH01000180G0300	OS06G0610800
PH01000180G0350	OS02G0197200
PH01000180G0540	OS06G0609800
PH01000180G0660	OS06G0609600
PH01000180G0670	OS06G0609500
PH01000180G0820	OS06G0608800
PH01000180G0830	OS06G0608700
PH01000180G0930	OS06G0608300
PH01000180G0940	OS06G0608100
PH01000180G0990	OS02G0199800
PH01000180G1050	OS02G0200000
PH01000180G1060	OS06G0607100
PH01000180G1070	OS06G0607000
PH01000180G1130	OS06G0606900
PH01000180G1200	OS03G0423200
PH01000180G1240	OS06G0606800
PH01000180G1380	OS06G0605900
PH01000181G0090	OS11G0134400
PH01000181G0130	OS03G0304400
PH01000181G0150	OS03G0304500
PH01000181G0240	OS03G0305000
PH01000181G0280	OS03G0305100
PH01000181G0320	OS03G0305200
PH01000181G0350	OS03G0305500
PH01000181G0540	OS07G0689300
PH01000181G0660	OS03G0306800
PH01000181G0670	OS02G0192200
PH01000181G0680	OS03G0306900
PH01000181G0700	OS03G0307000
PH01000181G0730	OS03G0307100
PH01000181G0770	OS03G0307100
PH01000181G1000	OS10G0443100
PH01000181G1040	OS10G0443000
PH01000181G1140	OS03G0307800
PH01000181G1330	OS03G0308000
PH01000181G1340	OS03G0308100
PH01000181G1390	OS03G0308200
PH01000181G1410	OS03G0308200
PH01000181G1540	OS03G0308500
PH01000182G0140	OS01G0659200
PH01000182G0380	OS01G0658900
PH01000182G0480	OS01G0658700
PH01000182G0490	OS02G0486400
PH01000182G0560	OS01G0658400
PH01000182G0630	OS01G0657400
PH01000182G0670	OS01G0656900
PH01000182G0790	OS01G0656400
PH01000182G1110	OS01G0655800
PH01000182G1280	OS07G0644600
PH01000182G1310	OS01G0655500
PH01000182G1350	OS01G0218800
PH01000182G1450	OS01G0654500
PH01000183G0030	OS12G0617100
PH01000183G0040	OS12G0617000
PH01000183G0150	OS12G0616900
PH01000183G0200	OS04G0459900
PH01000183G0280	OS12G0616200
PH01000183G0310	OS12G0616000
PH01000183G0320	OS12G0615900
PH01000183G0330	OS12G0615700
PH01000183G0350	OS12G0615600
PH01000183G0480	OS12G0614600
PH01000183G0570	OS12G0613700
PH01000183G0590	OS12G0613600
PH01000183G0640	OS12G0613500
PH01000183G0650	OS12G0613300
PH01000183G0680	OS12G0613250
PH01000183G0780	OS03G0625900
PH01000183G0790	OS03G0625900
PH01000183G0850	OS12G0613000
PH01000183G0940	OS12G0612700
PH01000183G0950	OS12G0612500
PH01000183G0970	OS11G0255200
PH01000183G0980	OS12G0612400
PH01000183G1130	OS12G0611900
PH01000183G1190	OS12G0611200
PH01000183G1240	OS02G0165100
PH01000183G1300	OS12G0611000
PH01000183G1320	OS12G0610600
PH01000183G1350	OS12G0610500
PH01000184G0010	OS03G0598200
PH01000184G0020	OS03G0598100
PH01000184G0130	OS08G0162100
PH01000184G0230	OS03G0596900
PH01000184G0240	OS03G0596900
PH01000184G0460	OS03G0595300
PH01000184G0470	OS03G0595200
PH01000184G0550	OS03G0593200
PH01000184G0580	OS03G0593200
PH01000184G0620	OS03G0593100
PH01000184G0790	OS03G0592500
PH01000184G0930	OS03G0588200
PH01000184G1020	OS03G0587200
PH01000184G1040	OS03G0587000
PH01000184G1090	OS03G0586900
PH01000184G1100	OS03G0586800
PH01000184G1180	OS03G0586700
PH01000184G1200	OS03G0586700
PH01000184G1230	OS03G0586700
PH01000184G1250	OS03G0853500
PH01000185G0030	OS12G0586300
PH01000185G0120	OS12G0586000
PH01000185G0240	OS12G0583900
PH01000185G0320	OS12G0583700
PH01000185G0380	OS12G0583500
PH01000185G0390	OS12G0583000
PH01000185G0440	OS12G0582700
PH01000185G0450	OS12G0582700
PH01000185G0570	OS12G0581900
PH01000185G0610	OS03G0648250
PH01000185G0650	OS03G0334700
PH01000185G0660	OS12G0581600
PH01000185G0700	OS11G0462500
PH01000185G0880	OS03G0606100
PH01000185G0890	OS12G0156900
PH01000185G0920	OS12G0580700
PH01000185G1010	OS12G0580400
PH01000185G1020	OS06G0276300
PH01000185G1170	OS12G0578500
PH01000185G1180	OS12G0578400
PH01000185G1190	OS12G0578300
PH01000185G1240	OS09G0327200
PH01000186G0040	OS10G0489200
PH01000186G0120	OS11G0594700
PH01000186G0130	OS10G0489000
PH01000186G0140	OS10G0488900
PH01000186G0190	OS10G0488800
PH01000186G0330	OS10G0488300
PH01000186G0420	OS10G0488100
PH01000186G0680	OS10G0486600
PH01000186G0960	OS10G0485500
PH01000186G1010	OS10G0485300
PH01000186G1040	OS10G0485300
PH01000186G1080	OS03G0292100
PH01000186G1110	OS10G0485100
PH01000186G1130	OS10G0485100
PH01000186G1150	OS10G0484900
PH01000186G1170	OS10G0484300
PH01000186G1180	OS10G0483900
PH01000186G1270	OS03G0109600
PH01000186G1320	OS03G0109600
PH01000186G1360	OS10G0482900
PH01000187G0140	OS03G0410300
PH01000187G0270	OS03G0410900
PH01000187G0290	OS07G0673550
PH01000187G0380	OS03G0411100
PH01000187G0410	OS07G0468100
PH01000187G0610	OS03G0411800
PH01000187G0650	OS03G0412200
PH01000187G0670	OS03G0412300
PH01000187G0830	OS03G0412400
PH01000187G0970	OS11G0594200
PH01000187G1110	OS03G0412900
PH01000187G1290	OS03G0413400
PH01000188G0070	OS11G0496600
PH01000188G0230	OS03G0169600
PH01000188G0340	OS10G0405300
PH01000188G0390	OS03G0170300
PH01000188G0400	OS10G0405100
PH01000188G0440	OS10G0404900
PH01000188G0670	OS03G0171600
PH01000188G0800	OS03G0171900
PH01000188G0820	OS03G0172000
PH01000188G0940	OS03G0174100
PH01000188G0960	OS03G0174200
PH01000188G1000	OS03G0174600
PH01000188G1020	OS03G0174900
PH01000188G1090	OS10G0397800
PH01000188G1130	OS03G0175600
PH01000188G1160	OS03G0175800
PH01000188G1280	OS10G0396400
PH01000188G1320	OS03G0177000
PH01000188G1330	OS03G0177300
PH01000189G0260	OS01G0585100
PH01000189G0560	OS07G0480800
PH01000189G0690	OS06G0472400
PH01000189G0760	OS06G0472200
PH01000190G0040	OS01G0225200
PH01000190G0180	OS01G0225300
PH01000190G0200	OS01G0513700
PH01000190G0300	OS01G0226300
PH01000190G0460	OS01G0226700
PH01000190G0550	OS01G0227100
PH01000190G0650	OS01G0227200
PH01000190G1130	OS01G0228800
PH01000190G1150	OS01G0228800
PH01000190G1320	OS01G0229100
PH01000190G1350	OS01G0229200
PH01000190G1360	OS01G0229300
PH01000190G1380	OS01G0229500
PH01000191G0020	OS08G0543500
PH01000191G0100	OS09G0516200
PH01000191G0240	OS08G0543500
PH01000191G0340	OS08G0540500
PH01000191G0360	OS08G0540300
PH01000191G0390	OS08G0540100
PH01000191G0410	OS09G0513600
PH01000191G0510	OS09G0514100
PH01000191G0660	OS09G0514500
PH01000191G0680	OS09G0514600
PH01000191G0730	OS12G0141100
PH01000191G0740	OS09G0514900
PH01000191G0770	OS09G0515100
PH01000191G0780	OS09G0515200
PH01000191G0800	OS09G0515300
PH01000191G0820	OS08G0540900
PH01000191G0930	OS09G0516300
PH01000191G0980	OS09G0516700
PH01000191G1190	OS09G0517000
PH01000191G1200	OS09G0517200
PH01000191G1280	OS09G0517600
PH01000191G1290	OS09G0517700
PH01000191G1420	OS09G0518500
PH01000191G1450	OS09G0518700
PH01000192G0010	OS11G0655700
PH01000192G0020	OS12G0538800
PH01000192G0180	OS04G0489100
PH01000192G0340	OS04G0490100
PH01000192G0370	OS02G0457500
PH01000192G0380	OS04G0490400
PH01000192G0400	OS02G0604300
PH01000192G0480	OS04G0490700
PH01000192G0550	OS11G0640300
PH01000192G0600	OS04G0491500
PH01000192G0660	OS04G0491500
PH01000192G0780	OS04G0491500
PH01000192G0800	OS04G0491500
PH01000192G0980	OS04G0492100
PH01000192G1110	OS04G0492400
PH01000192G1290	OS06G0187500
PH01000192G1350	OS04G0492900
PH01000192G1360	OS02G0606200
PH01000192G1410	OS04G0493100
PH01000193G0030	OS03G0225300
PH01000193G0070	OS03G0225500
PH01000193G0080	OS07G0298700
PH01000193G0150	OS03G0225700
PH01000193G0210	OS03G0225900
PH01000193G0290	OS03G0226200
PH01000193G0310	OS03G0233800
PH01000193G0320	OS03G0233500
PH01000193G0720	OS03G0232600
PH01000193G0770	OS03G0232400
PH01000193G0900	OS03G0232200
PH01000193G0960	OS03G0232000
PH01000193G0970	OS03G0231950
PH01000193G1000	OS03G0231900
PH01000193G1120	OS03G0231600
PH01000193G1220	OS04G0548700
PH01000193G1250	OS03G0230500
PH01000193G1260	OS03G0230500
PH01000193G1280	OS03G0230300
PH01000194G0150	OS10G0429300
PH01000194G0280	OS03G0160200
PH01000194G0490	OS03G0793600
PH01000194G0570	OS10G0422200
PH01000194G0600	OS10G0422000
PH01000194G0680	OS10G0420000
PH01000194G0730	OS10G0419500
PH01000194G0800	OS10G0419300
PH01000194G0810	OS10G0419200
PH01000194G0820	OS10G0419100
PH01000194G0980	OS04G0605500
PH01000194G1030	OS03G0743400
PH01000195G0070	OS02G0558500
PH01000195G0140	OS02G0558600
PH01000195G0640	OS02G0562100
PH01000195G0800	OS02G0562300
PH01000195G0910	OS02G0562400
PH01000195G0960	OS01G0888600
PH01000195G0990	OS02G0562700
PH01000195G1010	OS02G0564000
PH01000195G1020	OS02G0564100
PH01000195G1090	OS01G0783100
PH01000195G1160	OS01G0783100
PH01000195G1170	OS02G0564200
PH01000195G1320	OS02G0564400
PH01000195G1330	OS02G0564500
PH01000196G0240	OS11G0425600
PH01000196G0330	OS11G0431700
PH01000196G0340	OS04G0430000
PH01000196G0550	OS06G0311800
PH01000196G0600	OS05G0334400
PH01000196G0610	OS11G0482000
PH01000196G0930	OS11G0427700
PH01000196G1100	OS04G0485800
PH01000196G1170	OS03G0120200
PH01000197G0030	OS03G0133500
PH01000197G0150	OS02G0706600
PH01000197G0160	OS02G0706500
PH01000197G0200	OS12G0298600
PH01000197G0410	OS02G0705500
PH01000197G0440	OS02G0705400
PH01000197G0460	OS02G0705300
PH01000197G0470	OS02G0705100
PH01000197G0490	OS02G0705000
PH01000197G0510	OS02G0704966
PH01000197G0520	OS02G0704900
PH01000197G0530	OS02G0704800
PH01000197G0570	OS02G0704600
PH01000197G0580	OS02G0704500
PH01000197G0740	OS09G0130800
PH01000197G0760	OS02G0704300
PH01000197G0860	OS02G0703900
PH01000197G1010	OS02G0703300
PH01000197G1080	OS02G0702800
PH01000197G1100	OS02G0702600
PH01000197G1120	OS02G0702500
PH01000197G1140	OS02G0702500
PH01000197G1150	OS02G0702400
PH01000197G1180	OS02G0702400
PH01000197G1210	OS02G0702000
PH01000197G1250	OS02G0701900
PH01000197G1290	OS02G0701600
PH01000197G1460	OS04G0600900
PH01000198G0020	OS07G0564600
PH01000198G0100	OS07G0564500
PH01000198G0290	OS07G0563800
PH01000198G0300	OS07G0563700
PH01000198G0370	OS07G0563400
PH01000198G0380	OS07G0563350
PH01000198G0460	OS01G0782200
PH01000198G0550	OS07G0562800
PH01000198G0570	OS07G0562800
PH01000198G0580	OS07G0562700
PH01000198G0670	OS07G0561300
PH01000198G0710	OS07G0560700
PH01000198G0780	OS07G0560300
PH01000198G0810	OS07G0559700
PH01000198G0970	OS07G0558800
PH01000198G1100	OS07G0558400
PH01000199G0110	OS04G0382800
PH01000199G0270	OS04G0384000
PH01000199G0390	OS02G0730900
PH01000199G0530	OS04G0385600
PH01000199G0810	OS04G0386300
PH01000199G0890	OS04G0386500
PH01000199G0900	OS04G0386600
PH01000199G0960	OS03G0579200
PH01000199G1020	OS07G0406800
PH01000199G1040	OS07G0406800
PH01000200G0070	OS02G0638900
PH01000200G0080	OS04G0566400
PH01000200G0090	OS04G0566400
PH01000200G0210	OS04G0566500
PH01000200G0300	OS04G0566600
PH01000200G0520	OS02G0673500
PH01000200G0560	OS04G0567700
PH01000200G0640	OS04G0567800
PH01000200G0790	OS04G0568400
PH01000200G0890	OS04G0568900
PH01000200G0930	OS04G0569000
PH01000200G1170	OS04G0570500
PH01000201G0100	OS01G0543100
PH01000201G0350	OS03G0624900
PH01000201G0400	OS03G0188400
PH01000201G0600	OS03G0620800
PH01000201G0620	OS10G0376400
PH01000201G0710	OS10G0375600
PH01000201G0740	OS03G0191100
PH01000201G0970	OS10G0371100
PH01000201G0980	OS10G0371000
PH01000202G0040	OS03G0130900
PH01000202G0620	OS03G0169100
PH01000202G0650	OS05G0490300
PH01000202G0740	OS04G0606000
PH01000202G0750	OS05G0490500
PH01000202G0810	OS01G0812000
PH01000202G0830	OS05G0490700
PH01000202G0850	OS01G0811100
PH01000202G0880	OS05G0491100
PH01000202G1080	OS05G0491200
PH01000202G1290	OS05G0277500
PH01000203G0060	OS02G0628900
PH01000203G0070	OS02G0787800
PH01000203G0150	OS02G0788600
PH01000203G0290	OS02G0789100
PH01000203G0300	OS02G0789400
PH01000203G0530	OS02G0791200
PH01000203G0600	OS02G0791500
PH01000203G0610	OS02G0791700
PH01000203G0670	OS02G0792900
PH01000203G0690	OS02G0793000
PH01000203G0700	OS11G0237700
PH01000203G0750	OS04G0645100
PH01000203G0790	OS06G0186600
PH01000203G0800	OS02G0793900
PH01000203G0810	OS02G0794000
PH01000203G0860	OS02G0794400
PH01000203G0890	OS06G0251000
PH01000203G1030	OS06G0251700
PH01000203G1070	OS05G0168300
PH01000203G1150	OS06G0252300
PH01000204G0120	OS05G0430200
PH01000204G0140	OS07G0256300
PH01000204G0250	OS04G0521900
PH01000204G0280	OS04G0365550
PH01000204G0350	OS07G0252400
PH01000204G0450	OS07G0252000
PH01000204G0470	OS03G0835900
PH01000204G0690	OS07G0250900
PH01000204G0740	OS07G0250900
PH01000204G0780	OS02G0490500
PH01000204G0790	OS03G0836500
PH01000204G1110	OS07G0249600
PH01000204G1120	OS07G0249600
PH01000204G1220	OS07G0249100
PH01000205G0080	OS01G0901500
PH01000205G0180	OS12G0468600
PH01000205G0190	OS05G0301500
PH01000205G0210	OS07G0256200
PH01000205G0250	OS04G0407800
PH01000205G0480	OS11G0312400
PH01000205G0490	OS11G0312400
PH01000205G0530	OS11G0311300
PH01000205G0570	OS11G0310800
PH01000205G0590	OS11G0310800
PH01000205G0600	OS11G0310800
PH01000205G0750	OS11G0308800
PH01000205G0760	OS11G0598500
PH01000205G0840	OS07G0589400
PH01000205G0930	OS11G0309000
PH01000206G0220	OS05G0474900
PH01000206G0240	OS02G0727500
PH01000206G0250	OS05G0474800
PH01000206G0260	OS01G0826800
PH01000206G0370	OS05G0474500
PH01000206G0390	OS05G0474400
PH01000206G0710	OS05G0472300
PH01000206G0790	OS05G0472200
PH01000206G1090	OS08G0340900
PH01000206G1100	OS05G0471000
PH01000206G1130	OS05G0470800
PH01000206G1150	OS05G0470700
PH01000206G1330	OS05G0468600
PH01000206G1340	OS05G0468600
PH01000207G0010	OS01G0323300
PH01000207G0080	OS01G0323600
PH01000207G0220	OS01G0326000
PH01000207G0390	OS01G0327100
PH01000207G0500	OS01G0327100
PH01000207G0510	OS01G0327400
PH01000207G0520	OS01G0327500
PH01000207G0690	OS01G0328400
PH01000207G0700	OS01G0328500
PH01000207G0710	OS01G0328600
PH01000207G0720	OS01G0328700
PH01000207G0760	OS01G0328900
PH01000207G0780	OS01G0328900
PH01000207G1000	OS05G0131500
PH01000207G1070	OS01G0329400
PH01000207G1080	OS01G0621900
PH01000207G1210	OS01G0329900
PH01000207G1290	OS01G0329900
PH01000208G0100	OS03G0163000
PH01000208G0110	OS03G0162900
PH01000208G0510	OS03G0162200
PH01000208G0690	OS10G0419300
PH01000208G0880	OS11G0582000
PH01000208G0890	OS11G0649000
PH01000208G0940	OS03G0161400
PH01000208G1050	OS03G0161200
PH01000208G1110	OS03G0160600
PH01000209G0010	OS01G0268600
PH01000209G0060	OS01G0268800
PH01000209G0070	OS01G0269100
PH01000209G0080	OS01G0269900
PH01000209G0120	OS01G0270300
PH01000209G0200	OS01G0273300
PH01000209G0210	OS01G0273100
PH01000209G0220	OS01G0273000
PH01000209G0270	OS01G0271700
PH01000209G0280	OS01G0271500
PH01000209G0300	OS01G0272600
PH01000209G0330	OS05G0374500
PH01000209G0370	OS01G0273800
PH01000209G0380	OS01G0273800
PH01000209G0400	OS10G0499500
PH01000209G0490	OS01G0274800
PH01000209G0600	OS01G0275600
PH01000209G0680	OS01G0275900
PH01000209G0820	OS03G0323800
PH01000209G0910	OS01G0276800
PH01000209G0970	OS01G0276900
PH01000209G1040	OS01G0277500
PH01000209G1050	OS01G0277600
PH01000209G1060	OS01G0277700
PH01000209G1090	OS02G0306900
PH01000209G1100	OS11G0151400
PH01000209G1160	OS03G0616700
PH01000209G1290	OS01G0278950
PH01000210G0040	OS10G0395150
PH01000210G0060	OS06G0488200
PH01000210G0090	OS02G0777700
PH01000210G0150	OS02G0778200
PH01000210G0170	OS02G0778300
PH01000210G0210	OS02G0778700
PH01000210G0260	OS02G0779200
PH01000210G0640	OS09G0439400
PH01000210G0740	OS02G0781300
PH01000210G0760	OS02G0781700
PH01000210G0860	OS02G0782100
PH01000210G0870	OS02G0782200
PH01000210G0890	OS02G0782300
PH01000210G1030	OS06G0195600
PH01000210G1060	OS02G0782600
PH01000210G1070	OS02G0782700
PH01000210G1190	OS02G0782900
PH01000210G1260	OS02G0783700
PH01000210G1280	OS02G0783625
PH01000211G0140	OS02G0676000
PH01000211G0150	OS02G0676000
PH01000211G0180	OS02G0675800
PH01000211G0240	OS02G0675700
PH01000211G0640	OS02G0673700
PH01000211G0670	OS02G0673500
PH01000211G0760	OS02G0672800
PH01000211G0790	OS02G0672700
PH01000211G0840	OS02G0672600
PH01000211G0900	OS02G0672400
PH01000211G0910	OS04G0566600
PH01000211G1020	OS02G0672200
PH01000211G1040	OS04G0566400
PH01000212G0090	OS05G0135700
PH01000212G0130	OS05G0135800
PH01000212G0140	OS05G0135900
PH01000212G0170	OS05G0277200
PH01000212G0180	OS05G0277300
PH01000212G0310	OS05G0548500
PH01000212G0510	OS05G0137700
PH01000212G0640	OS07G0635900
PH01000212G0710	OS02G0723400
PH01000212G0790	OS01G0812200
PH01000212G0800	OS07G0418500
PH01000212G0840	OS05G0140100
PH01000212G1030	OS05G0140500
PH01000212G1050	OS05G0140600
PH01000212G1260	OS02G0720700
PH01000213G0210	OS10G0397800
PH01000213G0510	OS10G0396400
PH01000213G0560	OS10G0395200
PH01000213G0720	OS10G0394200
PH01000213G0890	OS10G0394000
PH01000213G1000	OS10G0392700
PH01000213G1010	OS10G0392600
PH01000213G1380	OS10G0392400
PH01000213G1410	OS03G0181100
PH01000213G1420	OS03G0695600
PH01000214G0170	OS01G0735300
PH01000214G0460	OS05G0526400
PH01000214G0530	OS05G0370000
PH01000214G0590	OS01G0737800
PH01000214G0600	OS01G0737900
PH01000214G0640	OS01G0738000
PH01000214G0650	OS01G0738100
PH01000214G0940	OS01G0738600
PH01000214G1060	OS01G0739200
PH01000214G1070	OS01G0739400
PH01000214G1080	OS01G0739500
PH01000214G1110	OS01G0739700
PH01000214G1150	OS10G0323900
PH01000214G1340	OS01G0741900
PH01000214G1360	OS01G0742000
PH01000214G1380	OS04G0118400
PH01000214G1390	OS01G0742300
PH01000215G0070	OS10G0581000
PH01000215G0080	OS04G0218600
PH01000215G0230	OS01G0532800
PH01000215G0450	OS01G0531500
PH01000215G0530	OS02G0714000
PH01000215G0540	OS02G0714100
PH01000215G0590	OS02G0714200
PH01000215G0610	OS02G0714200
PH01000215G0640	OS02G0714300
PH01000215G0700	OS02G0714500
PH01000215G0710	OS02G0714600
PH01000215G0800	OS02G0715200
PH01000215G0810	OS02G0715300
PH01000215G0900	OS02G0716500
PH01000215G1010	OS02G0717200
PH01000215G1040	OS02G0717300
PH01000215G1060	OS02G0717400
PH01000215G1180	OS06G0319700
PH01000215G1210	OS07G0223400
PH01000216G0150	OS06G0156600
PH01000216G0580	OS06G0157800
PH01000216G0600	OS06G0157900
PH01000216G0610	OS11G0497000
PH01000216G0620	OS06G0158000
PH01000216G0630	OS06G0158100
PH01000216G0660	OS06G0158200
PH01000216G0690	OS07G0684100
PH01000216G0750	OS06G0158600
PH01000216G0800	OS06G0158900
PH01000216G0810	OS11G0155900
PH01000216G0820	OS11G0155900
PH01000216G0830	OS06G0160200
PH01000216G0880	OS06G0160600
PH01000216G1200	OS06G0163300
PH01000216G1280	OS11G0212300
PH01000216G1300	OS01G0923600
PH01000217G0030	OS02G0269000
PH01000217G0050	OS02G0269000
PH01000217G0090	OS02G0272400
PH01000217G0340	OS02G0273000
PH01000217G0400	OS02G0273700
PH01000217G0510	OS02G0273800
PH01000217G0610	OS06G0332600
PH01000217G0620	OS04G0382200
PH01000217G0720	OS02G0274600
PH01000217G0880	OS02G0274900
PH01000217G1020	OS02G0276400
PH01000218G0100	OS04G0545000
PH01000218G0290	OS02G0652300
PH01000218G0350	OS10G0549100
PH01000218G0360	OS02G0652600
PH01000218G0510	OS02G0653400
PH01000218G0630	OS02G0653900
PH01000218G1010	OS02G0654300
PH01000218G1020	OS02G0654400
PH01000218G1040	OS02G0654500
PH01000218G1080	OS02G0654600
PH01000218G1170	OS08G0421800
PH01000218G1420	OS09G0382300
PH01000219G0080	OS03G0169600
PH01000219G0250	OS12G0562500
PH01000219G0260	OS10G0406200
PH01000219G0340	OS10G0564200
PH01000219G0350	OS10G0405600
PH01000219G0360	OS10G0405500
PH01000219G0530	OS10G0405100
PH01000219G0690	OS10G0404900
PH01000219G0920	OS03G0171600
PH01000219G1160	OS01G0742300
PH01000220G0050	OS03G0238800
PH01000220G0350	OS03G0238600
PH01000220G0570	OS03G0237600
PH01000220G0710	OS10G0115200
PH01000220G0900	OS03G0237100
PH01000220G1000	OS03G0236200
PH01000220G1120	OS03G0235700
PH01000220G1270	OS03G0719900
PH01000221G0330	OS09G0274800
PH01000221G0410	OS02G0456500
PH01000221G0460	OS02G0457500
