ID	SAM_mean	YIN_mean	MIN_mean	YNO_mean	MNO_mean
PH01000281G0780	18.76	18.27	12.59	26.66	12.57
PH01000281G0890	13.24	18.34	21.02	32.9	24.94
PH01000281G0900	85.1	75.35	72.42	85.2	77.65
PH01000281G0950	178.18	149.98	146.17	161.77	173.36
PH01000281G1000	47.43	36.33	17.53	29.42	9.41
PH01000281G1010	7.29	8.01	6.15	5.03	1.96
PH01000281G1020	51.27	52.77	37.42	36.99	34.77
PH01000281G1040	29.74	28.63	27.33	30.43	32.2
PH01000281G1050	23.58	18.22	13.73	57.73	23.48
PH01000281G1170	6.71	6.64	5.41	5.97	3.53
PH01000281G1190	11.75	10.52	8.91	13.74	6.41
PH01000281G1200	15.33	11.81	11.77	18.02	9.35
PH01000281G1220	22.56	26.18	12.01	8.49	1.7
PH01000282G0520	81.52	63.75	43.51	118.59	86.17
PH01000282G0550	4.9	5.76	4.72	5.62	6.95
PH01000282G0560	8.28	6.03	7.03	7.18	11.89
PH01000282G0580	2.59	5.54	3.17	3.73	1.98
PH01000282G0670	0.89	0.27	0.49	0.58	0.73
PH01000282G0960	51.27	34.61	19.35	39.36	23.86
PH01000282G1230	44.41	57.77	48.02	100.27	117.77
PH01000283G0010	0.9	1.48	10.14	1.83	27.56
PH01000283G0370	7.8	8.12	12.47	10.36	25.91
PH01000283G0400	1.37	0.69	0.55	0.51	0.17
PH01000283G0430	1.32	1.15	2.72	1.88	0.76
PH01000283G0440	59.12	52.92	55.95	53.46	66.68
PH01000283G0560	12.81	6.57	2.31	7.65	1.62
PH01000283G0650	13.05	11.31	8.42	12.91	9.36
PH01000283G0710	8.57	6.01	6.38	3.91	3.9
PH01000283G0810	21.9	15.92	9.52	13.05	5.18
PH01000284G0100	9.96	11.86	14.48	9.38	8.71
PH01000284G0120	6.45	7.62	9.36	7.62	7.06
PH01000284G0220	2.51	1.58	1.31	3.94	1.52
PH01000284G0250	1.44	0.8	0.47	4.52	5.7
PH01000284G0340	57.38	47.48	33.07	50.32	37.75
PH01000284G0360	0.51	1.05	1.24	0.65	0.7
PH01000284G0450	3.94	4.31	2.05	3.27	6.5
PH01000284G0460	59.65	49.65	40.68	46.41	47.66
PH01000284G0590	0.39	1.93	15	4.9	6.2
PH01000284G0630	26.31	22.31	9.6	11.78	3.54
PH01000284G0660	15.62	17.55	17.52	16.36	15.61
PH01000284G0670	35.34	35.57	32.24	37.88	32.6
PH01000284G0690	58.77	53.11	45.65	50.99	41.93
PH01000284G0720	6.93	8.1	3.82	7.84	5.46
PH01000284G0790	18.51	14.67	8.7	23.5	10.4
PH01000284G0800	15.22	24.98	41.78	18.43	132.08
PH01000284G0930	12.54	7.54	12.93	8.15	9.85
PH01000284G0940	0.08	0.22	0.4	0.7	0.58
PH01000284G0960	17.04	18.47	16.65	15.46	10.58
PH01000284G0970	1.56	1.83	1.76	1.56	1.12
PH01000284G0980	1.44	1.53	1.52	0.61	0.38
PH01000284G1000	10.03	13.24	7.3	30.95	14.11
PH01000284G1080	28.24	24.49	10	21.01	0.37
PH01000284G1150	67.01	61.87	49.7	48.57	31.96
PH01000284G1160	19.82	15.97	17.65	21.49	14.1
PH01000284G1230	0.18	0.14	1.46	0.23	0
PH01000284G1240	10.61	13.89	20.6	13.21	23.47
PH01000284G1320	15.17	12.79	13.12	14.52	13.07
PH01000285G0200	54.78	55.46	55.13	50.91	62.42
PH01000285G0510	24.98	27.56	23.7	26.03	20.97
PH01000285G0540	50.26	45.25	36.84	33.41	15.05
PH01000285G0560	73.85	50.09	36.08	57.75	62.27
PH01000285G0600	0.65	0.66	0.56	0.93	1.1
PH01000285G0620	3.49	4.11	4.64	2.1	0.95
PH01000285G0730	3.92	4.54	3.5	6.13	6.18
PH01000285G0740	4.05	6.39	3.88	7.49	9.06
PH01000285G0760	99.83	116.75	154.3	127.66	161.52
PH01000285G0860	68.21	61.83	37.37	45.38	13.44
PH01000285G0870	75.03	73.16	80.61	71.76	71.06
PH01000285G1100	2.71	2.6	3.43	4.19	3.29
PH01000286G0030	10.29	18.98	21.48	15.87	16.32
PH01000286G0040	0.87	1.17	1.02	1.08	1.35
PH01000286G0050	21.57	20.29	18.62	18.61	16.31
PH01000286G0100	3.25	1.63	0.75	1.22	0.93
PH01000286G0120	3.27	2.27	2.62	2.37	2.11
PH01000286G0130	168.39	149.52	108.22	124.59	102.55
PH01000286G0230	0.48	0.33	0.35	0.14	0.65
PH01000286G0260	9.54	9.41	7.87	9.04	9.16
PH01000286G0270	17.08	16.07	18.03	14.66	16.53
PH01000286G0290	27.25	21.1	14.21	23.2	12.01
PH01000286G0480	14.52	27.7	42.61	20.07	26.67
PH01000286G0520	0.94	1.25	0.75	1.16	0.52
PH01000286G0540	2.47	2.62	1.8	1.08	0.64
PH01000286G0630	4.17	4.63	4.56	3.86	2.67
PH01000286G0640	7.99	7.98	6.17	7.27	5.73
PH01000286G0650	26.39	21.31	14.85	19.43	8.89
PH01000286G0760	15.33	7.11	2.73	4.17	1.04
PH01000286G0820	2.82	2.1	2.32	3.46	2.38
PH01000286G0870	29.28	32.74	31.38	25.9	20.13
PH01000286G0880	58.24	51.54	34.69	51.33	26.57
PH01000286G0890	47.2	47.04	48.33	43.35	41.27
PH01000286G0980	2.03	1.13	0.42	0.35	1.52
PH01000286G0990	19.93	21.1	17.99	20.05	15.07
PH01000286G1030	66.49	66.69	69.71	59.87	49.5
PH01000286G1200	8.44	4.8	1.74	3.33	2.21
PH01000287G0170	19.08	18.26	16.46	9.55	4.76
PH01000287G0220	0	0	0.31	0	6.74
PH01000287G0320	22.53	26.54	23.16	18.72	17.59
PH01000287G0330	95.86	98.27	76.67	79.48	70.66
PH01000287G0340	210.19	291.58	352.15	224.47	174.95
PH01000287G0350	22.72	27.12	23.27	16.52	10.24
PH01000287G0440	9.84	9.4	9.66	10.73	10.31
PH01000287G0520	14.44	12.37	8.39	10.57	7.44
PH01000287G0570	16.09	12.93	8.23	8.01	0.94
PH01000287G0590	3.75	3.54	2.21	3.44	2.29
PH01000287G0620	16.65	14.47	11.91	12.3	8.8
PH01000287G0640	18.07	15.88	12.56	13.06	10.21
PH01000287G0650	32.21	27.55	20.9	27.25	17.38
PH01000287G0700	18.47	13.21	5.24	12.99	3.52
PH01000287G0830	9.59	12.16	15.35	13.47	15.37
PH01000287G0840	139.38	131	120.97	143.48	125.81
PH01000287G0850	75.1	69.39	78.93	569.54	374.31
PH01000287G0920	14.4	12.34	9.77	17.24	9.03
PH01000287G0940	17	13.86	12.2	22.33	13.73
PH01000287G0950	0.94	0.19	0.22	1.12	0.29
PH01000287G1010	12.29	11.13	14.48	14.47	11.76
PH01000287G1020	35.65	33.66	22.6	27.1	17.83
PH01000287G1040	18.61	16.87	13.86	14.54	8.59
PH01000287G1050	0.93	0.21	0	0	0
PH01000287G1090	5.01	4.93	4.8	4.35	4.53
PH01000287G1110	23.44	25.49	31.97	33.07	38.68
PH01000287G1130	42.98	36.83	24.4	37.19	24.13
PH01000287G1140	29.6	23.3	14.83	20.71	8.42
PH01000287G1160	14.22	15.55	13.29	15.66	17.88
PH01000287G1210	2.03	2.03	3.57	2.99	2.79
PH01000287G1230	17.68	17.03	20.09	15.14	12.43
PH01000287G1250	13.82	14.73	12.96	9.84	12.39
PH01000288G0110	16.7	15.44	10.54	11.69	5.9
PH01000288G0160	13.62	16.82	27.18	13.39	33.93
PH01000288G0180	5.34	5.57	4.63	7.21	8.09
PH01000288G0350	83.57	80.3	68.02	108.89	93.95
PH01000288G0540	31.72	26.96	21.66	31.26	22.72
PH01000288G0570	4.81	7.39	6.4	16.26	23.22
PH01000288G0710	20.24	19.6	13.98	20.26	11.8
PH01000288G0820	34.07	44.38	44.14	32.61	16.68
PH01000288G0860	5.11	4.73	4.68	4.8	3.63
PH01000288G0930	3.08	4.52	2.89	4.91	2.29
PH01000288G0970	22.61	30.2	37.55	26.59	30.12
PH01000288G0980	6.44	6.68	8.1	5.32	7.01
PH01000288G0990	60.3	42.14	23.64	52.79	23.81
PH01000289G0110	1.65	1.53	1.66	1.53	0.72
PH01000289G0120	21.16	23.87	20.65	17.7	14.01
PH01000289G0250	44.96	37.55	44.19	37.02	47.22
PH01000289G0280	101.52	105.37	89.03	93.1	56.23
PH01000289G0320	40.97	57.6	69.62	65.84	145.67
PH01000289G0330	13.37	19.88	22.44	16.7	41.78
PH01000289G0350	32.79	30.57	28.8	27.72	21.97
PH01000289G0410	0.06	0.24	0.52	0.33	0.73
PH01000289G0460	0.43	0.58	0.56	0.72	0.57
PH01000289G0490	0.88	0.55	0.81	0.46	0.38
PH01000289G0530	25.99	30.21	29.59	29	28.8
PH01000289G0540	60.5	47.29	49.06	52.86	47.46
PH01000289G0550	1.12	3.02	1.94	5	4.47
PH01000289G0640	45.07	40.34	53.49	60.56	73.66
PH01000289G0680	25.33	23.15	18.23	18.71	12.19
PH01000289G0740	2.42	2.01	10.52	17.44	9.82
PH01000289G0770	16.15	15.17	11.54	5.76	2.7
PH01000289G0780	422.29	378.54	349.49	397.61	374.9
PH01000289G0810	50.97	39.99	19.03	34.7	13.46
PH01000289G0870	33.62	29.91	17.78	23.14	13.99
PH01000289G0880	203.52	205.62	191.47	166.33	142.9
PH01000289G0900	24.42	23.51	24.59	30.73	29.78
PH01000289G0910	1.92	1.77	1.24	1.41	2.62
PH01000289G0950	52.95	46.64	39.92	40.79	28.76
PH01000289G0960	48.82	46.53	45.01	37.04	31.7
PH01000289G1000	16.78	17.34	18.92	14.57	12.15
PH01000289G1020	0.56	0.57	0.68	1.07	0.76
PH01000289G1030	26.17	34.55	28.6	35.29	22.94
PH01000289G1080	14.46	15.79	25.95	36.76	62.93
PH01000289G1140	17.15	15.07	12.49	21.76	22.27
PH01000289G1200	5.08	4.11	7.08	4.17	3.13
PH01000289G1210	3.45	1.95	4.84	2.2	1.45
PH01000290G0170	42.95	40.6	28.09	37.33	44.7
PH01000290G0250	10.99	19.12	24.94	26.46	36.23
PH01000290G0360	9.47	7.34	4.51	5.48	1.83
PH01000290G0440	1.73	1.54	1.88	5.25	3.27
PH01000290G0450	15.92	11.73	13.68	12.14	15.37
PH01000290G0460	3.32	3.47	6.31	2.85	5.13
PH01000290G0470	1.51	1.55	1.33	0.49	0.98
PH01000290G0480	4.7	9.9	22.46	16.6	15.86
PH01000290G0630	5.35	5.42	4.48	2.98	2.86
PH01000290G0740	5.27	6.97	14.08	18.3	15.27
PH01000290G0860	16.04	13.89	14.03	12.67	11.63
PH01000290G1080	25.3	21.39	11.24	16.54	9.11
PH01000290G1100	74.94	70.21	65.94	41.96	80.26
PH01000290G1110	2.71	2.7	3.01	4.04	4.21
PH01000291G0080	20.16	18.94	12.94	16.76	13.87
PH01000291G0100	1.68	2.26	2.12	2.47	3.46
PH01000291G0120	9.63	7.14	8.2	10.45	20.79
PH01000291G0150	16.5	10.34	3.66	9.13	0.22
PH01000291G0250	9.73	9.65	17.23	12.06	18.07
PH01000291G0280	88.07	85.81	99.35	77.87	82.93
PH01000291G0340	157.57	167.7	239.47	277.17	390.43
PH01000291G0430	3.19	2.75	2.26	1.82	1.59
PH01000291G0470	96.26	172.64	377.43	195.54	588.42
PH01000291G0500	3.79	2.09	1.27	1.4	0.17
PH01000291G0650	0.08	0.33	0.39	1.55	5.25
PH01000291G0790	192.27	170.01	121.32	146.69	100.62
PH01000291G0820	1.54	1.52	2.6	15.37	52.36
PH01000291G0880	0.62	0.47	0.08	0.22	0.08
PH01000291G0890	0.3	0.15	0.61	0.46	0.34
PH01000291G0940	17	11.51	9.2	12.41	5.62
PH01000291G0950	11.09	13.26	19.72	8.26	15.53
PH01000291G0960	20.02	21.7	20.83	17.68	19.84
PH01000291G1050	37.62	44.9	55.23	22.41	39.76
PH01000291G1080	102.86	100.73	81.84	86.64	89.13
PH01000291G1090	60.79	81.59	68.42	68.96	53.54
PH01000291G1110	104.39	110.25	93.95	65.3	47.45
PH01000291G1180	29.01	30.11	25.94	20.33	16.43
PH01000291G1220	14.81	15.23	16.64	12.45	12.71
PH01000291G1250	47.63	37.36	32.69	25.99	15.1
PH01000292G0050	0.09	0.38	0.63	0.45	3.02
PH01000292G0060	15.94	20.44	37	32.41	138.04
PH01000292G0160	0.83	0.58	0.81	0	0.35
PH01000292G0580	19.98	19.06	9.95	11.73	3.45
PH01000292G0760	71.37	70.43	110.01	99.83	155.2
PH01000292G0800	34.04	33.3	26.68	19.02	18.8
PH01000292G0840	1.5	1.07	1.95	1.02	1.1
PH01000292G1100	51.36	44.08	28.69	20.05	8.69
PH01000292G1220	13.49	16.29	55.8	50.82	27.23
PH01000292G1290	9.12	13.09	6.13	11.36	6.16
PH01000292G1300	12.27	11.32	7.18	9.72	5.56
PH01000293G0050	24.73	24.18	28.13	17.46	27.84
PH01000293G0280	11.5	7.2	6.42	6.3	7.79
PH01000293G0320	18.5	14.67	11.34	11.48	7.5
PH01000293G0380	15.78	17.91	20.02	14.04	15.9
PH01000293G0390	398.85	292.37	155.29	345.88	124.82
PH01000293G0490	37.87	36.61	31.11	29.68	23.95
PH01000293G0540	10.98	10.27	9.38	8.61	5.3
PH01000293G0560	0.88	0.84	1.37	1.67	2.05
PH01000293G0600	5.4	5.82	5.77	4.82	4.13
PH01000293G0730	19.93	17.75	12.87	18.95	14.73
PH01000293G0740	111.08	120.36	130.42	128.01	95.94
PH01000293G0830	160.64	164.79	193.2	201.67	377.77
PH01000293G0890	6.96	7.33	7.89	8.67	11.13
PH01000293G1240	14.56	13.23	9.21	10.75	5.2
PH01000293G1270	22.24	21.78	17.08	15.11	8.33
PH01000294G0070	78.94	60.17	50.58	87.23	60.93
PH01000294G0080	1.25	1.2	1	1.14	0.37
PH01000294G0290	0.14	0.14	0.3	0.14	0.22
PH01000294G0300	63.45	67.65	72.5	59.19	45.94
PH01000294G0330	23.01	19.92	22.19	17.29	18.35
PH01000294G0360	16.7	14.76	15.27	12.18	10.82
PH01000294G0480	15.27	16.43	17.43	13.19	14.17
PH01000294G0540	38.32	23.11	3.75	8.93	0.47
PH01000294G0590	5.65	5.91	8.4	8.29	10.21
PH01000294G0650	11.48	7.62	4.04	6.57	2.74
PH01000294G0700	280.98	217.71	91.36	137.88	66.17
PH01000294G0920	9.35	7.25	8.14	4.49	4.18
PH01000294G1010	27.32	16.28	7.97	17.56	6.65
PH01000294G1050	13.86	11.51	6.8	9.56	9.79
PH01000295G0040	2.93	2.1	1.64	1.01	2.47
PH01000295G0080	19.85	22.95	12.55	12.17	5.44
PH01000295G0180	0.23	0.14	0.4	0.5	0.46
PH01000295G0240	1.67	1.08	1.09	0.93	0.89
PH01000295G0320	7.74	6.74	8.71	9.42	12.02
PH01000295G0370	14.04	15.89	15.24	18.69	18.91
PH01000295G0700	9.46	9.75	12.71	6.11	9.55
PH01000295G0710	13.26	11.95	13.29	12.5	14.7
PH01000295G0730	9.03	10.85	8.76	8.02	5.55
PH01000295G0760	3.17	0.9	1	1.99	3.14
PH01000295G0860	4.24	2.94	4.19	4.46	9.78
PH01000295G0870	12.98	19.05	32.35	12.19	30.15
PH01000295G0880	13.19	14.88	13.28	4.75	3.8
PH01000295G1260	15.71	25.99	52.02	38.56	80.35
PH01000296G0110	0.75	0.52	1.27	0.85	1.84
PH01000296G0140	0	0.1	0.87	0	0.73
PH01000296G0390	27.5	65.03	149.01	67.38	119.41
PH01000296G0450	1.78	1.41	1.99	6.28	3.99
PH01000296G0570	60.79	28.1	5.37	26.49	2.83
PH01000296G0630	14.57	12.29	8.4	11.27	5.68
PH01000296G0640	21.43	19.46	15.06	15.48	6.94
PH01000296G1040	143.26	120.77	117.59	105.18	146.94
PH01000296G1060	32.53	35.82	38.09	34.4	42.75
PH01000297G0030	1.43	2.05	11.55	1.98	14.59
PH01000297G0040	42.16	45.99	41.75	31.83	23.42
PH01000297G0090	115.92	97.84	88.1	78.04	65.32
PH01000297G0130	0.46	0.99	0.52	0.93	0.91
PH01000297G0140	671.31	592.1	265.77	533.65	60.05
PH01000297G0200	59.83	93.28	121.76	166.29	111.42
PH01000297G0230	10.76	11.22	11.21	11.07	10.55
PH01000297G0240	37.3	37.01	29.22	47.44	36.5
PH01000297G0450	5.07	3.99	3.76	4.95	6.07
PH01000297G0490	47.41	42.84	57.65	70.26	94.25
PH01000297G0530	2.15	6	11.95	11.77	19.49
PH01000297G0550	4.39	11.59	17.3	18.56	28.46
PH01000297G0620	12.55	15.11	16.72	14.83	9.93
PH01000297G0640	113.27	134.63	127.49	95.59	57.85
PH01000297G0660	42.02	46.93	35.78	25.74	9.52
PH01000297G0670	257.77	292.23	297.53	279.8	86.04
PH01000297G0680	135.27	116.29	90	149.11	97.52
PH01000297G0710	2.34	2.11	0.95	1.07	0.53
PH01000297G0790	17.39	19.13	20.91	21.66	15.25
PH01000297G0800	18.53	25.88	16.84	15.64	6.48
PH01000297G0830	14.86	11.21	6.02	13.78	14.25
PH01000297G0990	2.97	4.34	7.77	3.36	17.36
PH01000297G1000	1.3	1.07	2.38	0.51	2.04
PH01000298G0030	10.59	9.03	11.86	7.37	4.78
PH01000298G0040	22.19	25.93	32.19	22.07	13.02
PH01000298G0070	27.04	31.18	23.02	32.3	18.96
PH01000298G0100	131.09	192.13	181.76	102.85	223.32
PH01000298G0270	12.82	31.91	35.31	1.34	0.5
PH01000298G0330	190.42	218.97	202.76	164.45	130.73
PH01000298G0410	30.07	28.11	25.62	24.45	34.33
PH01000298G0450	9.5	8.13	6.92	8.58	6.34
PH01000298G0510	185.33	196.47	180.86	201.46	185.57
PH01000298G0530	3.77	3.19	3.74	3.27	3.55
PH01000298G0540	4.7	4.99	5.34	4.3	4.74
PH01000298G0570	3.63	1.91	7.99	20.83	34.85
PH01000298G0800	8.4	6.45	5.18	7.13	4.65
PH01000298G0820	9.5	7.37	4.99	5.37	3.5
PH01000298G0850	0.96	1.87	1.06	25.68	13
PH01000298G0890	0.22	0.3	0.18	2.77	1.98
PH01000298G0910	16.13	14.87	13.54	14.43	10.8
PH01000298G0920	9.21	11.5	11.8	16.07	28.19
PH01000298G0980	49.61	101.65	120.95	64.17	107.5
PH01000298G1040	147.89	166.82	170.57	145.44	134.3
PH01000298G1100	9.35	6.96	4.31	2.95	9.54
PH01000299G0030	17.23	15.75	15.56	17.98	18.11
PH01000299G0050	0.7	1.84	1.79	37.68	21.71
PH01000299G0140	35.04	29.99	18.19	14.63	5.91
PH01000299G0150	11.54	13.17	15.1	14.24	19.97
PH01000299G0200	100.46	127.94	144.7	123.33	134.41
PH01000299G0320	20.76	23.3	27.65	22.25	36.03
PH01000299G0330	1.58	1.18	1.69	1.55	1.85
PH01000299G0360	45.11	40.07	34.76	31.39	20.92
PH01000299G0380	107.3	92.43	274.23	133.26	429.04
PH01000299G0430	100.6	109.68	217.22	138.68	201.51
PH01000299G0440	0.67	0.19	1.16	0.3	7.09
PH01000299G0450	19.78	18.62	45.12	16.38	67.75
PH01000299G0460	358.03	443.98	452.94	279.31	356.08
PH01000299G0470	166.05	194.63	181.46	118.35	113.86
PH01000299G0480	47.16	29.46	45.04	30.49	19.02
PH01000299G0540	41.35	32.63	13.55	27.55	0.98
PH01000299G0550	137.39	111.34	80.28	128	83.55
PH01000299G0560	34.86	31.72	31.42	31.78	24.56
PH01000299G0590	134.18	121.97	116.06	107.63	120.42
PH01000299G0600	45.48	41.78	33.05	37.3	38.47
PH01000299G0610	500.87	587.16	548.11	389.08	373.99
PH01000299G0650	57.87	48.98	37.83	43.82	25.32
PH01000299G0660	24.98	23.49	22.38	24.9	29
PH01000299G0810	46.42	48.95	53.53	51.23	47.93
PH01000299G0820	3.31	8.23	11.45	4.43	4.1
PH01000299G0840	213.13	220.59	121.69	191.83	62.19
PH01000299G1040	0.06	0.16	0.4	0.4	2.97
PH01000299G1130	15.52	14.25	7.47	10.09	1.39
PH01000299G1220	0.78	0.36	0.05	0.16	0
PH01000299G1260	7.74	8.25	5.26	5.97	4.7
PH01000300G0050	7.92	6.59	5.75	21.85	39.41
PH01000300G0060	12.68	12.13	5.1	56.99	90.45
PH01000300G0070	0.77	1.71	2.56	1.5	2.82
PH01000300G0080	6.38	6.38	8.35	6.69	8.37
PH01000300G0110	11.26	11.13	17.95	12.03	12.24
PH01000300G0160	28.6	29.71	24.45	38.41	32.23
PH01000300G0220	12.11	10.18	10.81	13.02	10.28
PH01000300G0250	2.53	1.61	3.25	1.07	2.05
PH01000300G0290	56.39	49.53	40.11	42.44	28.48
PH01000300G0380	14.55	12.48	14.04	12.35	13.37
PH01000300G0510	45.37	46.87	45.36	35.73	28.57
PH01000300G0530	10.48	9.65	10.35	11.96	22.07
PH01000300G0580	47.95	41.13	44.18	50.96	63.54
PH01000300G0610	2.47	1.9	0.62	13.76	5.33
PH01000300G0640	11.52	9.18	6.29	18.31	13.95
PH01000300G0750	12.07	11.47	11.5	11.24	8.91
PH01000300G0800	30.66	72.62	216.94	85.18	303.12
PH01000300G0810	7.32	20.49	45.38	23.63	20.02
PH01000300G0900	4.71	4.69	3.91	6.39	6.69
PH01000300G0920	28.41	28.86	29.24	28.9	26.47
PH01000300G0930	26.09	25.13	21.29	46.22	53.22
PH01000300G0960	13.39	37.71	183.34	131.69	301.3
PH01000300G0970	16.72	30.83	44.52	34.85	62.28
PH01000300G1100	29.09	16.16	10.66	25.06	14.38
PH01000300G1120	36.53	24.64	17.43	36.36	19.87
PH01000300G1250	28.31	30.19	26.68	23.8	24.73
PH01000300G1270	91.53	122.3	163.17	62.87	141.43
PH01000301G0070	43.46	47.42	55.66	46.67	59.06
PH01000301G0100	2.54	2.06	2.09	1.6	1.47
PH01000301G0530	18.08	45.54	59.27	80.37	69.45
PH01000301G0590	46.31	41.74	40.39	39.68	56.87
PH01000301G0600	14.99	12.66	11.61	12.26	17.96
PH01000301G0700	12.05	9.74	8.24	8.66	6.26
PH01000301G0750	3.23	1.46	0.44	3.35	0.89
PH01000301G0870	18.6	14.43	16.99	18.15	17.5
PH01000301G0880	89.64	80.23	77.49	83.97	106.99
PH01000301G0950	0.42	0.47	0.38	0.32	2.17
PH01000301G0990	12.58	11.15	12.34	19.75	15.61
PH01000301G1030	38.58	37.26	39.19	40.51	30.7
PH01000302G0080	11.37	9.74	9.02	8.06	7.99
PH01000302G0100	28.74	16.03	4.3	14.52	0.97
PH01000302G0180	617.1	408.22	323.88	852.66	731.62
PH01000302G0190	2.63	2.66	2.71	3.22	2.65
PH01000302G0200	36.89	37.7	44.23	46.03	50.13
PH01000302G0250	15.55	15.12	13.64	14.68	10.72
PH01000302G0440	35.9	32.69	26.92	26.76	21.06
PH01000302G0510	38.82	33.52	33.11	30.96	20.74
PH01000302G0660	238.58	236.2	205.83	160.66	135.03
PH01000302G0730	5.68	6.15	4.26	3.31	2.33
PH01000302G0760	19.51	18.62	14.18	12.17	6.85
PH01000302G0780	46.74	44.08	45.81	36.02	29.27
PH01000302G0810	4.12	3.05	2.37	0.13	0
PH01000302G0950	35	41.9	51.07	32.78	25
PH01000302G0960	27.76	26.36	26.01	24.31	17.36
PH01000302G1000	30.94	26.06	11.83	14.36	8.97
PH01000302G1030	9.09	12.67	13.02	9.41	10.87
PH01000303G0040	29.68	30.46	38.56	31.85	52.97
PH01000303G0070	11.15	9.22	7.28	9.83	6.41
PH01000303G0080	3.52	2.98	1.98	2	1.04
PH01000303G0090	12.13	11.52	11.14	15.4	16.3
PH01000303G0100	14.77	12.2	12.8	12.47	10.76
PH01000303G0160	2.19	2.29	4.23	1.95	2.8
PH01000303G0240	0.59	0.84	1.67	0.72	1.46
PH01000303G0350	76.85	56.12	36.44	42.33	26.36
PH01000303G0540	42.43	41.23	42.92	41.01	45.4
PH01000303G0590	96.07	86.51	71.13	72.02	60.16
PH01000303G0700	1.37	2.29	3.96	10.35	5.3
PH01000303G0860	7.4	7.92	6.25	6.37	4.72
PH01000303G0870	0.72	0.47	0.51	0.28	0.38
PH01000303G0880	32.45	25.61	23.43	28.4	18.72
PH01000303G0900	36.79	34.01	31.51	31.28	22.86
PH01000303G0960	1.39	0.65	1.65	1.73	1.17
PH01000303G0990	4.91	5.03	3.33	2.49	1.15
PH01000304G0180	168.85	113.77	30.33	45.41	16.79
PH01000304G0230	11.21	8.55	5.93	5.6	2.4
PH01000304G0240	8.28	9.11	7.22	4.65	1.74
PH01000304G0250	4.96	3.95	0.95	2.58	0.13
PH01000304G0290	2.11	1.87	2.16	2.1	1.65
PH01000304G0340	0.09	0.19	0.47	4.67	4.89
PH01000304G0400	3	1.98	1.81	3.06	1.79
PH01000304G0620	11.19	10.73	13.04	11.37	9.94
PH01000304G0650	10.97	12.31	19.62	19.57	18.92
PH01000304G0800	21.86	24.25	27.22	28.69	15.97
PH01000304G1020	6.22	1.47	0	0	0.13
PH01000305G0020	8.02	8.14	7.56	6.02	7.84
PH01000305G0030	297.4	306.05	255.74	210.47	184.07
PH01000305G0200	13.51	17.07	21.33	12.67	15.48
PH01000305G0300	9.96	10.15	3.8	4.79	5.99
PH01000305G0550	34	27.76	19.08	20.46	11.05
PH01000305G0590	164.96	161.73	145.2	230.12	241.83
PH01000305G0690	14.8	12.42	18.54	14.97	36.06
PH01000305G0700	21.04	19.21	22.38	19.62	36.52
PH01000305G0740	0.21	0.19	1.82	0.58	3.55
PH01000305G0780	8.79	4.86	2.97	2.81	2.03
PH01000305G0920	8.65	7.1	7.3	7.08	6.83
PH01000305G0990	3.95	4	10.66	4.95	4.86
PH01000305G1060	387.09	399.31	438.49	395.55	435.09
PH01000306G0300	54.7	53.13	46.85	27.76	31.83
PH01000306G0430	26.27	20.06	16.75	18.99	12.82
PH01000306G0480	6.21	6.21	5.23	6.1	3.63
PH01000306G0540	1.95	1.82	3.59	1.18	1.34
PH01000306G0610	54.98	62.78	63.22	46.64	56.36
PH01000306G0760	37.21	41.58	37.27	37.4	25.01
PH01000306G0790	0.87	0.97	0.42	0.33	0.21
PH01000306G0810	1.07	0.41	0.09	0.38	0.23
PH01000306G0830	7.18	7.88	7.91	8.53	8.43
PH01000306G0940	15.89	15.67	14.14	14.15	9.75
PH01000306G0980	1557.6	1543.54	2042.53	2137.41	4348.33
PH01000306G1110	6.04	5.95	2.62	2.52	2.47
PH01000306G1120	3.4	2.7	2.64	1.8	7.05
PH01000306G1180	10.21	8.91	7.7	5.44	3.06
PH01000306G1190	5.63	4.4	1.37	3.65	0.68
PH01000306G1200	16.27	14.78	4.49	8.83	1.78
PH01000306G1290	5.07	8.86	12.54	2.56	13.84
PH01000307G0180	19.5	20.82	21.97	23.07	27.98
PH01000307G0380	37.44	31.85	23.34	28.14	17.28
PH01000307G0580	0.3	0.9	1.27	0.86	0.8
PH01000307G0630	42.86	44.87	34.51	32.51	18.65
PH01000307G0640	7.8	8.52	7.08	5.62	3.71
PH01000307G0680	10.88	12.37	11.42	12.65	9.43
PH01000307G0690	52.35	52.19	36.96	29.83	20.86
PH01000307G0720	125	106.75	90.42	84.36	46.07
PH01000307G0790	4.22	5.97	12.49	11.85	11.31
PH01000307G1030	0.63	0.58	1.41	2.62	2.28
PH01000308G0060	27.68	29.25	44.15	41.18	36.89
PH01000308G0100	13.1	14.72	10.36	16.26	4.81
PH01000308G0120	9.5	9.37	6.9	7.21	6.35
PH01000308G0150	42.93	40.77	47.16	46.45	43.63
PH01000308G0440	12.45	16.2	12.8	16.46	12.98
PH01000308G0520	1.61	0.77	0.22	0.04	0
PH01000308G0710	4.83	7.39	9.78	5.38	6.18
PH01000308G0750	87.55	85.54	74.19	74.99	59.51
PH01000308G0760	47.01	57.79	61.12	50.8	56.8
PH01000308G0820	30.42	34.33	68.44	65.27	28.24
PH01000308G0850	3.55	3.84	6.59	2.9	2.65
PH01000308G0860	0.37	0.32	1.18	0.41	0.13
